SMILES,Adduct,True CCS,vpa,bond_lengths
CCCCCCC(C(=O)O)O,[M-H]-,142.0406772,107.73333333333335,"[1.5209685485968898, 1.530772963377481, 1.5307355033138963, 1.532355454858317, 1.5341662345361586, 1.5303501081702782, 1.5287777967206513, 1.2229057556575855, 1.3457759178527149, 1.4294037436865943]"
C1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,[M+Na]+,161.7643378,143.70000000000002,"[1.3935889982091234, 1.3991498179321873, 1.3960799215860942, 1.3984417151367445, 1.3952644529883995, 1.367398113837429, 1.4321731525225005, 1.557509789582127, 1.5287515225542767, 1.5386076140575402, 1.5454469027818845, 1.427642446749769, 1.5313091671453876, 1.4254065813419456, 1.4391389341441447, 1.4316546126666614, 1.4435735640278762, 1.3921276194611414, 1.4417587733786092]"
C1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,[M-H]-,174.7992568,145.06666666666666,"[1.393960316568856, 1.398497455394584, 1.3950875252554646, 1.397472838427673, 1.3958723312074595, 1.3667166014542562, 1.4356847291000894, 1.545221971360561, 1.5322851467539584, 1.5282414957584947, 1.537829421970909, 1.4329219715011348, 1.5300932231838331, 1.4251878164631808, 1.435497780942827, 1.4408485852475295, 1.4398244677747618, 1.392655737680727, 1.4326949571338647]"
C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,[M-H]-,198.2462543,230.6,"[1.5435402103761604, 1.5632203480499056, 1.5471635997464424, 1.5482716602171425, 1.554824708741697, 1.5299001275565458, 1.2288619717908462, 1.4933201935712306, 1.3516383274258799, 1.5386454879163094, 1.5497502996824821, 1.2407030239377614, 1.4960714566823714, 1.3452632087215974, 1.4794121824022055, 1.4095097459488781, 1.4142614373303841, 1.3943165827831359, 1.387399948603578, 1.3921840737394278, 1.3715979663457007, 1.3863575517053819, 1.438620727016392, 1.402512309333261, 1.4925769974778151, 1.2244450068432595, 1.3586903556580991, 1.4957752418467258, 1.4749489478900388, 1.4769462578397392, 1.4261806123164897, 1.5228773426234226, 1.500283836872643, 1.5365477350054806, 1.4154362008657706]"
C(CC(=O)N[C@@H](CCC(=O)N)C(=O)O)[C@@H](C(=O)O)N,[M+H]+,162.1588047,154.83333333333331,"[1.5297106615177698, 1.5192091339854221, 1.2263870975298619, 1.378760935542245, 1.4669337980181625, 1.5388938975098012, 1.5285414187877036, 1.511702314378786, 1.224599532076819, 1.3645999766959553, 1.5360549559039354, 1.224443968276633, 1.3473511521103658, 1.538103837340141, 1.5367879945165994, 1.2227200342400555, 1.34707996478691, 1.481036522622961]"
C(CC(=O)N[C@@H](CCC(=O)N)C(=O)O)[C@@H](C(=O)O)N,[M+Na]+,163.597273,157.46666666666664,"[1.5341774350833044, 1.513380777439887, 1.2247651249440596, 1.3739748608675328, 1.4668283106951396, 1.534237719036725, 1.5252223098238369, 1.5084341178381708, 1.223557892426387, 1.366061684596339, 1.526481204027566, 1.223323844241847, 1.3466487331299215, 1.5413519876854231, 1.5380693032293073, 1.225953286106985, 1.3471820665290521, 1.4802892953847748]"
C(CC(=O)N[C@@H](CCC(=O)N)C(=O)O)[C@@H](C(=O)O)N,[M-H]-,157.2726201,155.96666666666667,"[1.531498317309562, 1.5157408357025226, 1.2265651948785214, 1.3747256256501654, 1.459009323740599, 1.5369522862986018, 1.5278648230408205, 1.5148445421749064, 1.2262394459541828, 1.3643744860139575, 1.5303180845549669, 1.2200855676848876, 1.3535594800454553, 1.5304884699603845, 1.5366886686249315, 1.2240251120844334, 1.3466852562373226, 1.4773566362272126]"
CC(=O)NC1=C(C=CC(=C1)O)O,[M-H]-,132.2853901,101.8,"[1.5081952079685645, 1.2267939414968712, 1.377686163077964, 1.4104607642314455, 1.4053165608763571, 1.3937079334470959, 1.3934783884165378, 1.3915901082636157, 1.3948376814893877, 1.3648977033311303, 1.3732971573011188, 1.3944972034363816]"
CN1C(N)=NC2=C(NC=N2)C1=O,[M+H]+,132.9336721,95.30000000000001,"[1.4520795457239963, 1.398304078021618, 1.3675975115468764, 1.3057066481713875, 1.3896713948058852, 1.3614371519636925, 1.3632737128231054, 1.369338993080782, 1.3172172665345687, 1.4151164987260663, 1.227045310719916, 1.3946751708719072, 1.3637344296844027]"
CN1C(N)=NC2=C(NC=N2)C1=O,[M+Na]+,140.1799048,93.56666666666665,"[1.452079626794894, 1.3983041490755441, 1.3675975285103485, 1.3057066315484203, 1.3896714786204936, 1.3614370890497727, 1.3632737204618628, 1.3693388064098952, 1.31721725863738, 1.4151165097651266, 1.2270453838139337, 1.394675127979046, 1.3637344009903334]"
CN1C(N)=NC2=C(NC=N2)C1=O,[M-H]-,128.9341746,94.56666666666666,"[1.4520796039244281, 1.39830412365734, 1.3675975962184195, 1.3057066108235125, 1.3896714786929691, 1.361437163640123, 1.363273640763188, 1.3693388638636765, 1.3172173476816735, 1.4151165257991114, 1.2270453116402522, 1.3946752096821629, 1.3637344538280916]"
OC(=O)C1=C(O)C=CC=C1O,[M+H]+,126.7600025,86.56666666666666,"[1.3478752471970716, 1.219633214193509, 1.4797104531640104, 1.4051346128132958, 1.3717811707622467, 1.3952616976713805, 1.3936082102875202, 1.3940056241094185, 1.3958354874076526, 1.3697431202573913, 1.403387074195884]"
OC(=O)C1=C(O)C=CC=C1O,[M-H]-,121.6596247,86.76666666666668,"[1.346765506016904, 1.2162324734536607, 1.4653383673242386, 1.398029594148722, 1.367212754797506, 1.3955461373746951, 1.3971417147010645, 1.397141820975923, 1.3955459397163017, 1.3672131390827917, 1.3980298411837595]"
CC1=NC2=CC=CC=C2NC1=O,[M+H]+,131.6037436,98.9,"[1.5006795569091103, 1.3013946235155889, 1.4068829285788493, 1.3953217810359726, 1.39725968951616, 1.3954650050090085, 1.395232158216412, 1.3951589251777579, 1.3977687628609492, 1.3713478518026245, 1.2218978966118195, 1.5269114299944138, 1.4042794602360191]"
CC1=NC2=CC=CC=C2NC1=O,[M-H]-,130.7497702,95.63333333333335,"[1.5006794397337775, 1.301395803836445, 1.4068831733108298, 1.395321961051508, 1.3972602716027447, 1.3954656645640662, 1.3952309548096151, 1.3951596560394528, 1.3977684178327638, 1.3713473855445635, 1.221897193876613, 1.5269115554763797, 1.4042795435326216]"
CCC(C)C(=O)NCC(O)=O,[M+H]+,138.6098058,103.16666666666667,"[1.522519376187283, 1.537843110278966, 1.5307739760496004, 1.527175975655108, 1.2268966257230398, 1.3716938051738155, 1.4530713580871342, 1.519788835847227, 1.3543042701069694, 1.2204355910154812]"
CCC(C)C(=O)NCC(O)=O,[M+Na]+,145.2105365,103.66666666666666,"[1.5235634210294027, 1.5390664881760185, 1.5287210403670202, 1.5294723320431374, 1.2266007474176674, 1.3796027349656226, 1.455272918483122, 1.5193503566830533, 1.3480062531879458, 1.2224150771861033]"
CCC(C)C(=O)NCC(O)=O,[M-H]-,139.9363526,103.46666666666665,"[1.522000881945469, 1.5374852891230408, 1.526856501025267, 1.5277475428023528, 1.229022801065644, 1.3743479370641738, 1.4566434054417632, 1.522807379485109, 1.350939431330847, 1.221683166338514]"
CC1=C(C=CC=N1)C(N)=O,[M+H]+,126.486045,87.73333333333332,"[1.5001833840278056, 1.3970018136365485, 1.398887409334299, 1.390330324633144, 1.3830857892479442, 1.3520893563075052, 1.4767614527140354, 1.3663226999963625, 1.2233943531346074, 1.3617739466771508]"
O=C1CCCCN1,[M+H]+,117.5908185,68.99999999999999,"[1.2281197663964891, 1.5141773381810086, 1.5223309974693617, 1.5225289749235216, 1.5190799746840065, 1.4447269528913653, 1.3682842772023527]"
COC1=C(C(=C(C=C1)CCC(=O)O)OC)OC,[M+H]+,149.9094402,143.06666666666666,"[1.4256015757482166, 1.3698960060381542, 1.3985622470716002, 1.4082984549813569, 1.410786480021503, 1.402350328640951, 1.3981980473304305, 1.5187286222395366, 1.5271862347886935, 1.5025267705802818, 1.2191133345407295, 1.3468216702908948, 1.3764186538758867, 1.4275910331570187, 1.3732542856216712, 1.4295845485087701, 1.394523573912065]"
COC1=C(C(=C(C=C1)CCC(=O)O)OC)OC,[M+Na]+,156.5242142,142.93333333333334,"[1.4207902862431598, 1.3713751046599207, 1.4057428015221383, 1.4058821534232704, 1.4042195194963916, 1.402778564999197, 1.3988007056286347, 1.513033913911617, 1.526030443740179, 1.501899299550341, 1.2201122041093908, 1.3465711101406566, 1.3738126551585919, 1.4281282063857133, 1.3764691600574792, 1.4278271574881654, 1.3956590446957837]"
COC1=C(C(=C(C=C1)CCC(=O)O)OC)OC,[M-H]-,163.0993011,142.13333333333333,"[1.4210695199619252, 1.3711419234295905, 1.4054846960953467, 1.4050092369896767, 1.4038390536026322, 1.4018818116394807, 1.3995536004051692, 1.5107011876730947, 1.5244606475098168, 1.4999425391107624, 1.2221741706637037, 1.3487245808033597, 1.3755381268184732, 1.4291200792529675, 1.37622042600986, 1.4291852920281882, 1.3956311459891189]"
CCCCCCC[C@H](O)CC(O)=O,[M-H]-,154.7194672,130.83333333333331,"[1.5209188321086615, 1.5282018704875617, 1.5331810449616108, 1.5339953944329163, 1.5308158219681551, 1.5317896152587396, 1.5346521585421897, 1.4331315359701444, 1.5291477233505055, 1.5023568217950003, 1.3465830582307945, 1.2204181245131367]"
OC(=O)CC1=CN=CC=C1,[M+H]+,127.6176294,86.16666666666666,"[1.350637886162099, 1.2185401992481393, 1.5083124251936448, 1.504633606135211, 1.3924347417194276, 1.3519690675813982, 1.3494301980699257, 1.3846450798984062, 1.3919293056504995, 1.397513034034345]"
CC1=CC(=NC=C1)C2=NC=CC(=C2)CCCC(=O)O,[M+H]+,160.6003118,159.89999999999998,"[1.4982638588902033, 1.3990086255358598, 1.3990394648146707, 1.359628440571571, 1.3491397712885118, 1.3843940777093713, 1.4791065541025223, 1.359468687840558, 1.3491476778582925, 1.3844044488213882, 1.393684849306699, 1.3999017159541227, 1.506122068721684, 1.5345812387802131, 1.5283048256902931, 1.5019843585525658, 1.2199864324248573, 1.3453709331546155, 1.3930142975840913, 1.3974349432812492]"
CC1=CC(=NC=C1)C2=NC=CC(=C2)CCCC(=O)O,[M+Na]+,166.8056213,156.83333333333331,"[1.4982001282283446, 1.3993790089644107, 1.3983568618887505, 1.3617023191590116, 1.3504420208968064, 1.3836986816050525, 1.484687017135133, 1.363270632840836, 1.3501625614973087, 1.3834122109477325, 1.3937675874934476, 1.4003479703975523, 1.507183655722267, 1.5343174863365536, 1.526707222281262, 1.5016661088304992, 1.2187837410257614, 1.3461941816735346, 1.3923153679246152, 1.3986698619602564]"
CC1=CC(=NC=C1)C2=NC=CC(=C2)CCCC(=O)O,[M-H]-,172.3720692,158.73333333333332,"[1.5002851454657948, 1.40002926166284, 1.4022085365648258, 1.3623539665630637, 1.3509567570461576, 1.3849065462395447, 1.4835169645994057, 1.3622589869240307, 1.350013144931571, 1.3835472652967722, 1.3909121737198284, 1.3998355602422803, 1.509410663660825, 1.532556535133931, 1.5294290490250266, 1.5070446479265351, 1.218052102789752, 1.3474820662683322, 1.3937426329588913, 1.398153376638014]"
O=C1N=CN=C2NNC=C12,[M-H]-,120.2661028,76.9,"[1.224128258819665, 1.3710458375981236, 1.2952651830616855, 1.3742287535777888, 1.2858283290428263, 1.3876061318773705, 1.3864402600745103, 1.3917983091830102, 1.3396887054531024, 1.4471649450440924, 1.466370251001402]"
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,[M+Na]+,209.3781982,249.6,"[1.5208975277458974, 1.5304388584891848, 1.5332095200588074, 1.5312401790369263, 1.5302850533147203, 1.532570734277087, 1.5325692322785425, 1.5289501499309364, 1.531124491853774, 1.5305409980319233, 1.52918178913426, 1.5337964520225857, 1.5328235429902228, 1.528578632048524, 1.5109419939851114, 1.2216833263460813, 1.3643067059402039, 1.434225795474964, 1.5332041218256307, 1.4356739668369334, 1.5447173291043164, 1.4442992360086535, 1.3612596871880327, 1.218357692403354, 1.4684115701868399, 1.3643856094047906, 1.3263614121075529, 1.3677033686950821, 1.484897879244482]"
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,[M-H]-,204.5700561,242.0,"[1.520382526853571, 1.5292074706328704, 1.5296195777795063, 1.5330697548618133, 1.5350272933088005, 1.5322476000703433, 1.532049802639499, 1.5317938887894567, 1.5307774567102435, 1.5354475193159516, 1.5334975503139119, 1.528576572917104, 1.5329874577996547, 1.5263131878733722, 1.5079731464137736, 1.2237435704723323, 1.3635111521811734, 1.4370824628032308, 1.5337596480947502, 1.4391105464539244, 1.5391683005912984, 1.4451781728754634, 1.3633281211813575, 1.2193247940620946, 1.4685048743778564, 1.3642631741479307, 1.3271686924413775, 1.3661302872306433, 1.4806554118580382]"
NC(=N)NCCC(O)=O,[M+H]+,125.6784215,82.79999999999998,"[1.3470569547475006, 1.2800461831531196, 1.3530996525935362, 1.459948635315159, 1.521107273508466, 1.4985869857789165, 1.3479185085966379, 1.2213378750819675]"
OC(=O)CCCCCCCCCCC(O)=O,[M+Na]+,162.4130029,151.26666666666668,"[1.3458378910428341, 1.2194493771438812, 1.5021853716925957, 1.5264910504371598, 1.5319790865712448, 1.5319766909340398, 1.5294983129816442, 1.5332124842964499, 1.533835784314164, 1.5319015914794238, 1.530746046521161, 1.5284439156751375, 1.504737896743771, 1.3477502170965818, 1.2186843473774516]"
OC(=O)CCCCCCCCCCC(O)=O,[M-H]-,154.02893,151.43333333333334,"[1.3475048373547172, 1.218682635966895, 1.5052387482360727, 1.5285033147183413, 1.5345581533405956, 1.531651570539417, 1.5341544331175627, 1.533325723995612, 1.5292973886107841, 1.530719742366774, 1.5321121318132422, 1.5256754035668498, 1.502319485709378, 1.3459850852916497, 1.2193511521420186]"
NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,[M+H]+,165.1713862,138.53333333333336,"[1.6785189126928308, 1.441736788888575, 1.4459599670032524, 1.770418492140708, 1.3956369311699643, 1.72576146127588, 1.405687910723533, 1.4020551140968476, 1.40047767263115, 1.4449812551728787, 1.4351743025954489, 1.6700256239387188, 1.4446592665459357, 1.4451307174462966, 1.7612456959124903, 1.3994651272155396, 1.4000133087207545, 1.396069636958217]"
NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,[M+Na]+,179.1987052,138.9,"[1.6785187235380783, 1.445960030517418, 1.4417369223900707, 1.7704184958123441, 1.3956366652008985, 1.7257614548649332, 1.4056878470246292, 1.402054992833175, 1.4004775371021014, 1.4449809691132112, 1.435174130094967, 1.6700258461325235, 1.4451307295613949, 1.4446592738284267, 1.7612455977056727, 1.3994647858949858, 1.4000133815067222, 1.396069622358109]"
CC(C)C1(C)NC(=NC1=O)C1=C(C=CC(C)=C1)C(O)=O,[M+H]+,164.1824946,163.26666666666668,"[1.5342094933007873, 1.5364676912645365, 1.5491295901145958, 1.5268623584464573, 1.4675444871076928, 1.3694975568254646, 1.3059539967735914, 1.3875545139703833, 1.2228785416137626, 1.4748378684007368, 1.3992590968224932, 1.4046272958389934, 1.396931638183046, 1.3974166708912854, 1.500486025767882, 1.4012042273710765, 1.4747092184652006, 1.3454974475472454, 1.2169876190265454, 1.5583433967337057, 1.4055317037976285]"
CC(C)C1(C)NC(=NC1=O)C1=C(C=CC(C)=C1)C(O)=O,[M+Na]+,174.6192548,164.49999999999997,"[1.5367033296819494, 1.5346696777018272, 1.5524491247308077, 1.526156362550402, 1.473596575067792, 1.374429416072862, 1.3073351342420458, 1.3851328143397648, 1.2233637790280092, 1.4826747536428173, 1.4021993525356333, 1.4080181459740178, 1.3971625925853217, 1.3951743832938337, 1.5002799337305348, 1.4006137911124064, 1.4834010356552827, 1.3464596058868255, 1.2161726283014773, 1.5551392757075377, 1.4084941212870845]"
CC(C)C1(C)NC(=NC1=O)C1=C(C=CC(C)=C1)C(O)=O,[M-H]-,167.7082517,163.33333333333334,"[1.5365636255402118, 1.53309070664943, 1.5489770550862847, 1.5296891128124146, 1.475082424283935, 1.376887104757375, 1.3047287408583146, 1.3862815895046439, 1.2231253436302316, 1.4705094493260713, 1.3969250833998323, 1.4006119339186487, 1.3980342745962557, 1.4014435966776357, 1.500834922120068, 1.4013461566509187, 1.4743900032856598, 1.3443823272351403, 1.2166927709601651, 1.5537036421231942, 1.4009715146176902]"
OC(=O)CCC1=CNC2=C1C=CC=C2,[M+H]+,139.3319291,116.1,"[1.3469469479100868, 1.2201052457976669, 1.5017704306603425, 1.5240765634796178, 1.497132400469916, 1.3812993969793443, 1.3684942710696595, 1.3748669576880261, 1.3950324263673233, 1.4103137790899856, 1.3998081915778664, 1.3925326687291397, 1.3977644659365531, 1.4326280389517527, 1.4001430017528107]"
OC(=O)CCC1=CNC2=C1C=CC=C2,[M+Na]+,144.7941921,118.36666666666667,"[1.3465502792441828, 1.2203738550569108, 1.5014903105419237, 1.5242597068806703, 1.497688899903331, 1.3816500902650974, 1.3685552793000384, 1.3747284571859038, 1.395096790658044, 1.4105533291704746, 1.3997200531000542, 1.3923857293484596, 1.3977367615979521, 1.4330264531104306, 1.400221579416438]"
OC(=O)CCC1=CNC2=C1C=CC=C2,[M-H]-,138.1397096,116.56666666666668,"[1.348376356505953, 1.2194862753203182, 1.503511024707166, 1.524788868960379, 1.4978487227328254, 1.3810830398492713, 1.3677757234616494, 1.3750114007293839, 1.3953042557096804, 1.4102843581542723, 1.3998149327322482, 1.3925732713283872, 1.3977888881089942, 1.4324982027948343, 1.4001389404340034]"
CC(C)[C@H](NC(C)=O)C(O)=O,[M+H]+,137.8500026,102.29999999999998,"[1.531348345107348, 1.5320902292629561, 1.5455789586669537, 1.470758513467575, 1.3774840444653111, 1.5050878639452159, 1.2258559312324422, 1.5379353743876953, 1.3543992554272102, 1.2210093173989123]"
CC(C)[C@H](NC(C)=O)C(O)=O,[M+Na]+,143.274396,102.76666666666665,"[1.532360278111256, 1.5316952103125165, 1.545265196934024, 1.4670192015122665, 1.3773065968230462, 1.505060338148288, 1.2258643256311286, 1.5362254511797868, 1.3533848098511774, 1.2214428593909388]"
CC(C)[C@H](NC(C)=O)C(O)=O,[M-H]-,135.1559181,101.7,"[1.5313482910148593, 1.532090036685909, 1.5455791481309786, 1.4707585009369732, 1.3774839094531266, 1.5050879768712193, 1.2258558800567623, 1.537935531085819, 1.3543993114770772, 1.2210092951697602]"
CCCCCCCC(=O)NCC(O)=O,[M+H]+,156.8548223,134.43333333333334,"[1.5204972670951675, 1.5306055943987305, 1.5329966771355774, 1.529263783648005, 1.5347269838893811, 1.529280392447719, 1.5181929380247356, 1.225327372966282, 1.373667166137394, 1.452715898387006, 1.515525870147804, 1.346875930117558, 1.2226718935230119]"
CCCCCCCC(=O)NCC(O)=O,[M+Na]+,163.1382579,136.13333333333333,"[1.5209675806323326, 1.5308139051240406, 1.530679177208979, 1.5324588314943424, 1.5313908982596185, 1.5276081907826207, 1.5178447182177688, 1.2251635824206986, 1.3798387805037078, 1.4564811757972904, 1.5229320967719115, 1.3521750917034634, 1.2213997012968691]"
CCCCCCCC(=O)NCC(O)=O,[M-H]-,157.4854369,135.13333333333333,"[1.520883153037058, 1.530257806634683, 1.5312029828908893, 1.5311090551433153, 1.5310203896116357, 1.5278869187391682, 1.5179086348505137, 1.2252475736365196, 1.3799162365497082, 1.455230055163381, 1.5194200499052972, 1.3480210036703055, 1.2223828106549623]"
C1CNC(C1)C1=CC=CN=C1,[M+H]+,131.8377645,99.96666666666665,"[1.520811967346494, 1.4665297784020763, 1.4766770973007637, 1.527643333811532, 1.5079984701521796, 1.3993219649120716, 1.3938422733665115, 1.383440632299071, 1.3473819326185132, 1.3548520333602985, 1.5204854907396883, 1.3957198938505082]"
OP(=O)(O)O,[M+H]+,126.9197182,47.8,"[1.5896920617806332, 1.4826184203577648, 1.5896921226003649, 1.5896921185008397]"
OP(O)(=O)OP(O)(O)=O,[M+H]+,140.2105858,78.03333333333333,"[1.596209596887343, 1.594566238382162, 1.4909495689003724, 1.5856700793867466, 1.5790058763477548, 1.5939018499155704, 1.5941327469444424, 1.4931561968651184]"
CCCC(CCC)C(O)=O,[M-H]-,136.4349714,104.0,"[1.52092395789089, 1.5319124419865746, 1.5377138927998666, 1.540536556718227, 1.5351421110386219, 1.520908242736361, 1.5178689588374168, 1.348138678863545, 1.2193791375817238]"
CC1=CC(=C(C=C1)C)O,[M+H]+,119.0459821,87.63333333333333,"[1.4991882032667074, 1.3985681920692745, 1.3951067364658327, 1.3993132872844873, 1.4027323249648962, 1.3982787097898963, 1.5003908177270344, 1.3666790581665595, 1.3979069599410334]"
CC1=CC(=C(C=C1)C)O,[M-H]-,124.6742178,86.13333333333335,"[1.4991882963022107, 1.398568273846736, 1.395106694030363, 1.3993134234101932, 1.4027323685042468, 1.3982784928229368, 1.5003907319379857, 1.3666790858371942, 1.397906927102381]"
C1=CC=C(C=C1)C2=CC=CC=C2O,[M+H]+,135.2451618,110.9,"[1.3925450384870102, 1.3977446562259888, 1.4056295951107793, 1.4044154331187133, 1.3976103270721087, 1.4754432036563387, 1.4077575223980594, 1.3976358530852815, 1.3917843093405127, 1.3936697289028055, 1.3983235678635366, 1.3704568459240074, 1.3925335238345449, 1.4067277092984456]"
C1=CC=C(C=C1)C2=CC=CC=C2O,[M-H]-,135.5746957,111.6,"[1.392545738975395, 1.397745346976853, 1.4056312310827395, 1.404416121014597, 1.3976104275445316, 1.4754424348001272, 1.407757711213742, 1.3976350241814428, 1.3917846353837955, 1.3936701871332908, 1.3983231455025902, 1.3704562905890736, 1.3925359373295076, 1.4067273707459962]"
COC1=CC(=C(C=C1)OC)CCC(=O)O,[M+Na]+,153.3573803,129.66666666666666,"[1.4226339135969226, 1.3673082919411772, 1.393811738194222, 1.4088718653708399, 1.4074524475566648, 1.3964330889568342, 1.3981788190001936, 1.3701680584020948, 1.421820886953028, 1.516066977011861, 1.5271727992030586, 1.5040636809917511, 1.2197953273583233, 1.3480757710696663, 1.3937335490572778]"
COC1=CC(=C(C=C1)OC)CCC(=O)O,[M-H]-,152.0592089,129.70000000000002,"[1.4226340252239433, 1.3673082600206408, 1.3938116453068625, 1.4088718995675635, 1.4074525075038635, 1.3964331980852929, 1.398178893301974, 1.3701680904121587, 1.4218212342638092, 1.5160670045038802, 1.527172878619805, 1.504063809718056, 1.2197952689435974, 1.348076082942427, 1.3937335813924783]"
COC1=CC=CC(=C1)CCC(=O)O,[M-H]-,144.0807982,113.33333333333333,"[1.4215910367045441, 1.368049393612961, 1.3961929438654042, 1.3945387642773293, 1.3933991212735821, 1.4006082950639214, 1.4055196166265254, 1.5106388591544042, 1.526120232877278, 1.5028694276637105, 1.2202526238393117, 1.3461788710108518, 1.3967216591538778]"
C1=CC=C(C=C1)C2=CC(=CC=C2)O,[M+H]+,135.1371386,111.73333333333332,"[1.3925741964587723, 1.3975149246253618, 1.4048274893483739, 1.4047174350271483, 1.3974815140596764, 1.4716921626482176, 1.4055837338196044, 1.3938927416688383, 1.3885439491099811, 1.3922507606935803, 1.3977354280574368, 1.3641699415665967, 1.3925664973282645, 1.4060107428289015]"
C1=CC=C(C=C1)C2=CC(=CC=C2)O,[M-H]-,139.1424509,112.46666666666665,"[1.3925659666378447, 1.3974815833250906, 1.4047170585589526, 1.4048275185862293, 1.3975148204210601, 1.471692059382481, 1.405583788103173, 1.393892773155086, 1.3885441056626306, 1.3922505992222307, 1.3977353648901274, 1.3641704510438648, 1.3925746305101738, 1.40601026758026]"
CC1=CC(=O)NC2=CC=CC=C12,[M+H]+,129.710529,98.0,"[1.4999296489347174, 1.3445702029665867, 1.480446820989435, 1.2260792869208992, 1.3645074018427084, 1.3999510374760653, 1.3968881630938959, 1.3932747147503233, 1.3932455556372965, 1.3988710837667409, 1.4016777958783455, 1.4804423845047012, 1.4062313911359507]"
CC1=CC(=O)NC2=CC=CC=C12,[M-H]-,133.2016258,102.83333333333334,"[1.4999297400125833, 1.344570117750755, 1.4804470302334558, 1.2260793361640545, 1.3645075346300333, 1.3999511709987422, 1.3968883390825224, 1.393274736989302, 1.3932456470066847, 1.3988712866358166, 1.4016777850107807, 1.4804425210093537, 1.40623126090107]"
CCCC(=O)CCCC(=O)O,[M-H]-,139.2421659,106.33333333333334,"[1.5224290150787974, 1.5267949058706456, 1.5218804459076514, 1.2296673554320015, 1.5217127973329414, 1.5276360110553917, 1.5298523933674317, 1.5050075604079058, 1.218775122985269, 1.3478532768533775]"
C1CCC(=O)NCC1,[M+H]+,121.8119626,78.60000000000001,"[1.52809314939525, 1.5317396279041475, 1.515020034105395, 1.2276253685558969, 1.3679702918124863, 1.4430847833798246, 1.5245589795787944, 1.5304753193576872]"
C(CO)N(CCO)CCO,[M+H]+,128.931886,100.4,"[1.5402024631456654, 1.4248861393629055, 1.480392504017236, 1.4752296223847414, 1.5381658849207314, 1.4254547717798036, 1.4778869171772104, 1.5365189804953514, 1.4260954297322062]"
C(CO)N(CCO)CCO,[M+Na]+,131.6258079,99.5,"[1.5346795683199863, 1.4269080119622908, 1.4673492819977803, 1.4710182116173507, 1.5392576864794, 1.42347497167232, 1.4708604909990606, 1.5384345033239546, 1.4276984419418215]"
CCN(CC)C(=O)C1=CC=CC(=C1)C,[M+Na]+,160.2600533,132.43333333333334,"[1.5209475275323308, 1.4672669379402077, 1.4626596253364903, 1.5216589635256317, 1.3975692107671625, 1.2288907324719196, 1.4756416069397933, 1.396620211547688, 1.393688642339099, 1.397762374214407, 1.402247744316018, 1.4001668094236999, 1.499970606895996, 1.3985023866573383]"
COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,[M+Na]+,201.2271246,230.3,"[1.420698763122866, 1.3742791456714079, 1.422446456974044, 1.397890507413119, 1.3842570519500401, 1.3835348819388784, 1.3878298338190027, 1.4952556070769454, 1.5542072663808981, 1.5229418279386677, 1.2188078887421592, 1.5389158912084928, 1.543230902498919, 1.538055941425565, 1.5377654600114319, 1.4645781712326427, 1.471204726789928, 1.5371412097129182, 1.4724352927695281, 1.5153982964063457, 1.4019343908666138, 1.3965153060620523, 1.3938050664868633, 1.3931359894573299, 1.3957746932290636, 1.3743693428548258, 1.421677136950881, 1.4044232560688914, 1.4563118270302393, 1.5333727653068652, 1.4031241255154032]"
C(COCCOCCOCCOCCOCCO)O,[M+H]+,157.4588312,179.3,"[1.526739108050171, 1.432407000583658, 1.4315962869529961, 1.5302470335731042, 1.4322804883147955, 1.4323214998082605, 1.5295658794743703, 1.4318177688304567, 1.4310512663600252, 1.5334605913126897, 1.4305504221201657, 1.4312749659165283, 1.5332165106744537, 1.4315745931202648, 1.429431318259338, 1.5295517560872127, 1.4271153457783958, 1.4268268901631538]"
C(COCCOCCOCCOCCOCCO)O,[M+Na]+,159.2494876,176.63333333333333,"[1.5241879201605726, 1.4260819203800301, 1.4337157033281807, 1.5279936541410613, 1.4328299281756722, 1.4306196502278148, 1.5305046851241872, 1.4264373350294197, 1.430075039250903, 1.5347335892215024, 1.4296807056592145, 1.4321548535705224, 1.531797568217392, 1.433113235340896, 1.4324432154982727, 1.5288661967094015, 1.425602779760418, 1.4271440323067124]"
C(COCCOCCOCCOCCOCCO)O,[M-H]-,162.5499005,175.16666666666669,"[1.525095416626386, 1.436000931033451, 1.4340742767509982, 1.5317280930937673, 1.4283307172761779, 1.4285964486968625, 1.5308723315375181, 1.4314011394905637, 1.4330756725253655, 1.5329426740244185, 1.4300518697954787, 1.431138918133728, 1.5305894366049408, 1.4322467841071487, 1.430891490325469, 1.5245490067822494, 1.4286392380065007, 1.4283633798060384]"
